target,source,flow
01F1664N,03F2079S,1
03F2614S,03F3496S,16
03F1215N,01F0557N,3
01F0099S,01F0339S,10
01F0017S,03F4232S,1
01F3083S,01F3590S,74
03F2415S,03F3854S,3
03F3743N,01F1839N,3
03F0087S,03F0201S,5
01F0256N,03F0337S,1
01F2089S,01F3561S,1
01H0579S,01F3640S,5
01F2866S,03F4263S,1
01F1774N,01F0061N,7
01F1802S,01F3398S,8
03F3854N,03F2153N,6
01F2827N,01F2827N,170
03F0559N,05F0055S,3
01F2514S,01F3590S,11
03A0015S,01H0163S,3
01F3185N,03F2840N,4
01F0213N,01F0155S,1
03F0394S,03F1991S,19
05F0287N,01F0248S,80
03F2194N,03F1051N,3
03F3916N,03F1941N,1
01F3640N,03F4142S,7
03F2415S,01F3525S,1
03F1710S,03F3916S,1
01F0880S,03F0846N,1
03F1710N,01H0208N,1
03F0217S,03F0301S,266
03F2709S,03F2614N,1
01F2674S,01F2714S,316
03F2336N,01F1802N,4
03F0525N,05F0000S,4
01F3286N,01F3126N,81
03F1257N,03F0201N,1
03F0961S,01F0880N,1
01F0339S,03F0648S,18
03F2985S,01F3126S,1
03F1161N,03F1022N,4
01F2714S,01F2827S,15
03F0301S,01F0578S,8
01F1960N,01F0956N,1
01H0579S,01F1621S,15
03F1215N,01F0633N,2
03F4142N,03F3496N,13
01F0681N,01F0578S,1
03F1739N,01F0633S,1
03A0041S,03F3854S,2
01F3640N,01F2603N,14
01H0305S,03F2447S,3
03F2985N,03F2840N,79
01F2011S,03F2153N,1
03A0041S,01F1802S,14
01F2089N,03F2100N,14
03F2125N,05F0494S,1
01F0256N,03F0021N,88
03F1022S,01F2156S,2
01F3366N,03F2100N,2
01F0061S,01H0447S,59
03F0698N,03F0301N,1
01F1839S,03F4018S,2
03F3916N,03F2777S,1
03F3670N,03F0301N,1
01F0578S,03F1651S,10
01F0681N,05F0287S,7
03F0337S,01F0467S,5
03F4259N,03F2985N,2
03F1128S,01F2156S,8
03A0041S,01F2483S,1
03F0447S,01F2322S,6
01F0099S,01F0509S,12
01F2714N,03F2985S,1
01F2425S,03F2066N,4
01F0664N,01F0664N,741
03F0698S,01F3286S,2
01F3640N,03F4018S,8
05F0438N,01F3019S,1
01F1664N,01F0029N,2
03F4259N,03F1991S,1
01H0206S,01F0339S,170
01F3590N,03F2840S,1
01H0174N,03F0447S,4
03F1485N,03A0015N,1
03F1944S,01F2674S,1
01F2603N,03F2100S,9
03F2066N,03F1941N,103
03F3259N,01F2674N,1
01F2011N,01F1292N,2
01F1802N,03F1215N,12
05F0287N,01F0633N,1
03F2100N,01F1774N,3
01F1389S,01F3185S,2
01F2483N,03F1257N,1
01F3126N,01F1389N,2
03F0648S,03F4232S,3
01F2514N,03F2260N,2
03F0698S,01F3398S,1
01F3227N,03F0559N,5
01F0248S,01F3590S,5
03F2535S,01F3252S,1
03F1128S,03F1991S,17
03F3916N,01F3590N,4
03F0116N,05F0439S,1
01F3525S,03F3588N,1
03F3670N,03F2415N,1
03F2923N,01F1802N,4
05F0438N,03F0447S,28
01F1045N,01F1045N,192
01F0532N,03A0015N,1
03F1710N,03F0559N,8
05F0309N,03F1395S,2
03F4232N,01F3398N,1
01F0928S,01F1045S,572
01F3696N,01F3083N,52
03F0961S,01F3686S,7
01F0029S,03F3392S,1
01F1725N,03F0116S,6
01F0532S,03F1257S,3
01F1960N,03F2235S,13
03F0116N,01F0264S,89
03F0846N,01F0293N,13
03F0217N,03F0054N,13
01F1725N,01F0233N,46
03F2152S,03F1860N,1
01F0467S,03F3854S,2
01F0467S,01F1802S,21
01F2714N,01F1465N,1
01F0928S,01F1664S,68
01F0750N,01F0750N,568
01F1045N,01F0664N,69
01F0017S,01F0467S,21
03F1779N,01F0029N,1
03F3854N,01F3019N,3
03F4142N,01F0061N,1
01F3227N,01F0213N,1
05F0001N,03F0783S,1
03F2100N,03F0217N,1
01F0467S,01F2483S,3
03F0846S,01F2603S,1
03F0136S,01F1123S,1
03F0394N,01H0163S,4
03F1022N,01F0233N,21
01F1725N,01F3286S,1
03F0559S,03F2985S,1
01F3252N,01F3185N,553
01F2866N,01F2425N,18
01F2425N,01F0256N,1
03F2129S,03F0648N,1
01F1839S,01F2866S,15
03F2152S,01F2089S,27
03F0301S,03F1161S,2
01H0163S,01F0532S,1
03F0394S,01F2156S,13
03F2840S,01F3185S,9
01F3227S,03F3743N,1
03F4232N,01F3640S,9
03F1633S,03F2129S,7
03F0525S,01F1045S,24
03F0525N,01H0447S,19
01F0005S,01F0339S,14
01F2322S,01F3366S,4
01F0147S,01H0447S,1
01F2483N,01F0509N,2
01F1839S,03F2153N,1
03F0961N,01F0467N,10
01F0061S,01F2156S,1
01F2425N,03F2100S,8
01F0339S,01F0339N,1
03F3854N,03F4142N,2
03F2614S,03F4168S,1
01F2714S,01F3252S,19
05F0438N,03F2261S,2
03F0447N,01F0155N,3
03F2447S,03F2614S,122
01F2011S,03F4018S,1
01F0750S,01F3252S,1
03A0041S,01F0509N,12
03F0337S,01F2394S,3
01F3366N,01F2866N,1
03F0698S,01F0633N,1
03F2985S,01F3019S,16
01F0182S,01F0264S,722
01F0880S,01F3525S,4
03F2840N,03F1215N,1
01F3640N,03F2153N,7
01F1664N,01F0213N,2
03F1215N,01F0233N,3
03F1215S,01F1725S,24
03F2923N,03F0394N,9
03F2125N,03F0140N,2
01F1123S,03F4232S,1
01F0413N,01H0200N,44
03F2079S,03F2152S,144
01F0950S,03F1128S,6
03F2078N,03F0961N,5
01F2930N,01F0339N,3
03F3445S,01F3460S,2
03F1779N,03F0783N,2
01F0578S,01F1123S,16
01F3640N,03F2306N,6
03F2066S,01F3640S,22
03F4259N,01F3083N,2
01F0061S,05F0000S,22
03F1860N,03F1779N,173
03F1651S,01F2394S,3
01F0017S,01F3686S,1
03F2747N,03F2100N,2
03F2066N,01F0979N,4
01F0950S,03F1022S,10
01F1774N,01F0584N,27
01H0174N,01F0061S,3
01F2011S,03F4142S,2
01H0305S,03F1395S,6
01F2603N,01F0256N,3
01F2514S,01F2930S,8
03F1779N,01H0208N,2
03F0525S,01F1664S,16
03F0136S,03F0961S,9
01F0584N,03F0150N,1
03F1992N,01F3227S,6
03F2923N,01F0928N,1
03F2336N,01F1906N,9
01F1906S,03F2079S,14
03F2614S,03F3445S,27
01F1664N,03F0559N,13
03F2777N,03F2125N,74
01F0155N,03F0116S,275
03F1215S,03F2100S,13
03F2336N,01F0467N,1
03F2447N,03F1779N,2
01F0509N,03F0116S,9
01F0005S,05F0494S,9
01H0206S,03F0140N,2
05F0287N,01F0233N,1
01F2011N,01F0664N,5
05F0309N,05F0001N,18
01F3286N,03F2125N,1
01H0334S,01F1465S,1
01F2483N,01F1725N,3
01F0509N,01F0233N,487
01F3696N,03F1991S,13
01F3126N,03F2066N,1
05F0528N,03F0021N,10
03F2066S,01F2514S,1
01F0578S,01F0681S,844
01F0467S,01F0509N,4
01F1774S,01F3590S,17
01F2930S,01F3252S,206
01F2394S,01F3525S,5
01H0579S,01F0633S,230
03F1651S,01F3686S,3
03F0087S,03F0217S,40
01F1906S,03F1860N,21
03F0996S,01F0339N,4
03F3187N,03F3187N,84
03A0041S,01F1725N,1
03F2336N,03F0394N,12
01F0980S,03F1710S,1
01F3696N,03F2985N,18
05F0438N,01F0061S,1
01F2011S,01F2866S,12
05F0438N,01H0610S,1
01F1725N,01F0633N,35
03F1485N,01F0681N,2
03F1051S,03F1651S,44
01F1839N,03F0498N,1
03F1779S,03F3187N,1
03F3307N,03F0698N,1
03F0136S,03F0337S,358
01F1664N,01H0208N,6
03F0961N,03F0394N,228
03F1739S,01F2249S,2
03F1485S,03F1779S,44
05F0287N,01F3286S,1
03F3916N,01F0979N,1
01F2011N,01F1045N,1
03F0087S,03F0846S,1
03F1779N,03F0559N,34
03F0337S,01F3686S,4
01F2249S,03F2260N,1
03F0648S,03F1944S,1
01F1664N,03F0783N,2
01F0264S,03F2152S,4
03F2777S,03F2840S,14
03F1739N,01F0017N,2
01H0447N,03F0338N,7
03F3670N,01F1839N,1
03F1022N,01F0633N,29
03F1944S,01H0200N,1
01F3019N,01F0584N,1
03F0136S,03F1651S,3
03F2415N,03F2100N,201
01F2394N,03F0338N,4
03F2923N,01F0467N,3
03F2336N,01F0928N,4
01F0061S,03F1991S,1
01F1906S,01F2089S,171
01H0579N,05F0000S,2
03F1633N,05F0439S,1
01F3185S,03F3211N,1
03F2447S,01F2249N,1
01F3640N,03F0846N,1
03F2985S,03F3187S,8
01F3525N,03F1710N,1
01F1802S,03F2415N,1
03F4232N,03F2923N,6
01F1123S,03F1941N,1
03F4142N,03F2447N,3
01F1465N,03F0021N,6
03F3854N,03F3854S,1
01F0017N,01F0017N,453
01F1465S,03F2535S,1
03F4142N,03F1860N,1
05F0438N,03F0021N,31
01F0750S,01F1664S,6
01F3640S,01F3676S,72
01F1572S,01F1774S,209
03F2129S,03F2985S,37
03F1944S,03F1991S,1277
01F3286N,01F1802N,17
03F3743S,03F3854S,145
01F0029S,03F0337S,47
01F3126N,01F2483N,26
03A0041S,01F0664S,4
03A0015S,05F0055S,6
01F0633S,01F3640S,10
03F2261S,01F2674S,1
03F3670N,03F3445N,21
03F2260N,03F2260N,567
01F3126N,03F0447N,2
03F4168N,01F3366N,2
01H0608N,01H0579N,2
01H0447S,01F1725S,1
03F1051N,01F0376N,1
01F2603S,01F3227S,25
03F3392N,03F3259N,76
03F2078N,01F0557S,1
01F0532S,01F0750S,143
05F0528N,01F0061S,1
01F2156N,03F2235S,11
03F1128N,01F0633N,18
03F0846S,03F1779S,8
03F2447S,03F3588S,1
03F3211S,01F3019S,4
01F1774N,01F0029N,2
01F0264S,03F1633S,4
01F2011S,01F3525S,11
03F4232N,03F2336N,1
03F1860S,03F2840S,13
03F1710S,03F2614S,3
03F1395N,03F0447N,25
01F1123S,03F2777S,1
01F2394S,01F2866S,7
03F0201S,01F1572S,1
03F0525S,01F3252S,5
01F1725S,03F3743S,1
03F0698S,03F2614S,3
01F3696N,01H0200N,4
03F0301S,01F3227S,1
01F2714N,01F2156N,18
03F3670S,03F3854S,5
03F0158S,01F1774S,6
03F0158S,01F0557S,5
03F0648S,01F0979N,20
01F1123N,01F1045S,1
01F0509S,01F2394S,6
01F2514N,01F2089N,32
01F2156S,03F4263S,1
01F0750S,01F1045S,54
01F0557S,01F1465S,2
01F0880S,03F4018S,2
01F1621N,01F1123N,39
01F0578S,03F3743S,2
01F2714N,03F0648N,4
01F2322N,01F1960N,1
01F1465S,01F2930S,1
01F3227N,01F0584N,6
01F0509S,01F3686S,9
03F2100S,03F3392S,3
01F0980S,03F0217N,3
03F0783S,03F1161S,1
03F0394S,01F2674S,7
03F0217N,01F0029N,23
03F0217S,03F1779S,4
03F3101S,03F4263S,4
01F2394N,03F1941N,3
01F0557N,01F3640S,1
01F0467S,01F0664S,80
03F3743N,01F2249N,5
03A0015S,01F0155S,1
03F2614S,03F3307S,7
03F1051N,03F0648N,63
01F0880N,01F2866S,1
01H0579N,01H0200N,134
03F3392S,03F3854S,41
01F3398S,01F3676S,3
01F3083N,01F0256N,1
03A0041S,01F0005N,119
01F1621S,01F1621S,522
01F3185N,03F2100S,9
03F2100S,03F3743S,18
03F3854N,03F3211N,2
03F1051S,01F2011S,10
01F0880S,03F1215S,20
01F3185S,03F3854S,2
01F3696N,03F3392N,17
03F1860N,01H0271N,4
03F0447S,03F1395S,21
01F3398N,01F2514N,2
01F0664S,01F3366S,1
01F0584N,05F0494S,5
01F0880S,01F2866S,3
01F2603N,03F2194S,1
03F2447N,01H0271N,1
01F3525N,01F1664N,7
03F2840N,01F1774N,1
03F2747N,03F2709N,11
03F1944S,01F2156S,23
03F2777N,01F1802N,3
03F1860N,03F1128N,6
01F0633S,01F2514S,3
01H0174N,03F0021N,815
03F0136S,01F2011S,2
05F0001N,01F0248S,13
03F1051N,03F0498N,1
01F0633S,01F3083S,1
03F0447N,01F0005N,19
03F2100S,03F3670S,3
01F1839S,01F3525S,12
03F2777N,01F0928N,1
03F0217S,01F0532S,1
01F0467S,05F0309S,1
01F0509S,01F0467S,2
03F2923N,03F2125N,69
01F1774N,01F0213N,4
03F3854N,01F0509N,4
01F3590N,03F1022S,1
03F2078N,01F3083S,2
03F1257N,03F0301N,2
05F0528N,03F0447S,15
03F1051S,03F3743S,3
01F3590N,03F0525N,2
01H0271N,03F0116S,144
01F1572N,03F0021N,1
03F1215S,03F2194S,2
03F2078N,01F2514S,6
03F0846N,03A0015N,15
01F3185N,01F0256N,3
01F3126S,03F3392N,1
01F1725N,03F0783S,3
03F2415S,03F4142S,1
01F1802N,03F0217N,3
01F1725S,01F1839S,166
03F1633N,03F0498N,1
03F0394S,01F0532N,4
03F2306S,01F3686S,3
03F2447S,01F3286S,1
03F4259N,03F3392N,7
01F0029S,01F1123S,1
01F0532N,01F0293N,13
03F0006S,05F0494S,10
03F3445N,03F2260N,9
01F0532S,01F1292S,15
01F0681N,01F0099N,8
01F1572S,01F2514S,2
03F3392N,01F2011N,1
03F2777N,03F0394N,3
03F2100N,03F1215N,12
03F1128N,01F0233N,8
03F2447S,03F3916S,10
01F3398N,01F2674N,12
01F1774N,03F0559N,34
03F1051S,03F3392S,1
01F2394N,01F0979N,4
01F1802N,01F1774N,501
01F0099S,01F0880S,2
03F0158S,01F2514S,1
01F0557N,01F0557S,34
01H0206S,03F0150N,2
03F4142N,03F4021N,306
03F4232N,03F2614N,4
01F0248S,01F1465S,4
01F0467S,03F2923S,3
01F1960S,01F1960S,355
01F0980S,01F0155S,1
03F1992N,05F0287S,2
03F0525N,01H0200N,5
01F2866N,01F1621N,1
01F0578S,01F2011S,11
01F3083N,03F2100S,3
03F2415S,03F4018S,2
01F0339S,01F3185S,9
03F0525S,01F2827S,1
03F1161N,03F0217N,7
01F1664N,01F0584N,13
03F1485S,01F2603S,4
01F3286N,01F0467N,2
03F3743N,01F3398S,2
03F1022N,03F0783S,1
03F2194N,03F1651N,7
03F1633N,03F0648N,8
01F3286N,01F1906N,7
01F3286S,01F3676S,7
05F0438N,03F1860S,1
01F1725S,01F2011S,55
03F2777N,01F0467N,1
03F2336N,03F2125N,443
03F3496S,01F3227N,10
03F0961S,01F0750N,1
03F3854N,01F1725N,1
03A0041S,05F0309S,101
01F0155S,03A0041N,1
03F3259S,03F3392S,65
03F2777N,01F1906N,1
03F3670N,03F2078N,2
01F2674N,03F2614N,2
01H0579S,03F1332S,1
03F0158S,01F3640S,1
01F0532N,03F1779S,1
01F0584N,03F0140N,1
01F3227S,01F3227N,1
01F2394S,03F2153N,1
01F2322S,03F2747S,1
03F1257S,03F1332S,6
01F3286N,03F0394N,7
03F0006S,01F0339S,13
01F1389N,01F0880N,7
01F0376N,03F0217S,4
01F3019N,01F0213N,2
03F0698S,03F0783S,106
03F3259N,01F2930S,1
03F2709S,01F3640S,10
01F3696N,03F2194N,2
01F2394N,03F1332N,2
03F1779N,01F0584N,9
03F3743N,01F0233N,2
03F0447N,05F0309S,9
03F2078N,01F3640S,5
01F1802S,03F2129S,8
03F0201N,01F0557S,1
03F2447S,01F3398S,4
03F1051N,05F0439S,5
01H0305S,01F2322S,1
01F1839N,01F1465N,3
03F1779S,01F3590S,4
01F0376N,03F0846S,2
03F3259S,03F3743S,30
01F0633S,01F1774S,24
01F3366S,01F3460S,177
03F2125N,03F0150N,2
01F0029S,01F0681S,2
03F0996S,01F3185S,9
03F3259S,03F3670S,7
01F1572S,01F3640S,2
03F1485N,01F0293N,2
01F3590N,01H0579N,2
03F2066N,03F0338N,3
01F3083N,03F2899N,1
01F3019N,03F0559N,1
03F0648S,03F2777S,1
03F0394S,01H0200N,2
03F0447S,03F2447S,5
01F3286N,01F0928N,3
03F1860S,01F1960S,199
01F1774N,01H0208N,23
01F3366N,03F2709N,2
05F0055N,01F1774S,2
01F2249N,01F0664N,2
05F0055N,01F0557S,2
01F0578S,01F1839S,2
01F0264S,01H0271N,1
01F0928S,01F3252S,6
03F2415S,01F2866S,2
03F0006S,01F0509S,17
01F1960N,03F2152S,15
01F1621N,01F0681N,5
01F1802S,01F3736S,1
01F2714N,03F2100N,1
01F3640N,03F3211N,5
03F1710S,01F1839N,3
03F1992N,01F2425S,35
03F2415S,03F2923S,14
03F0337S,03F2777S,1
01F0147N,01F0147N,134
03F0217N,03A0041N,455
01F1465S,01F3590S,1
01F3696N,01F3676N,56
03F0559S,01F1045S,51
03F3101N,01F2394N,1
01F1292S,01F1664S,13
01F1725S,03F2261S,2
01F1664N,01F1572N,62
03A0041S,01F2866S,1
01F0029S,03F1860S,1
03F3743N,03F3445N,63
01F1725N,03F2129S,1
01F0880N,01F0005N,16
01H0579N,03F1395S,1
03A0041S,03F1215S,1
01F2394N,01F0750N,1
03F4021N,03F3743N,28
03F1051S,01F3019S,6
05F0287N,01F0928S,5
03F0217S,01F2249S,2
01F0339N,01F0979N,1
03F1633S,01F3286S,1
01F0509S,03F4232S,3
01F1572S,01F1621S,140
01F2249N,03F2066S,4
03F0447S,01H0200N,4
03F0394S,03F2447S,5
01F2322N,01F1802N,45
05F0438N,01F0681S,9
05F0055N,01F0633S,2
01F0750N,01F0413N,1
03F1779N,01H0174N,1
01F0264S,03F0846S,8
03F0158S,01F1621S,5
01F0293S,03F1485S,2
03F2840N,01F2425N,7
01F0928S,03F2985S,1
03F2078N,01F0017N,1
01F0681N,03F0394N,76
01F0664S,01F2089S,3
01F3525N,01F3083N,65
01F0509S,03F0338N,48
01F0578S,01H0610S,8
01F1123N,03F0648N,11
01F1389S,01F1960S,25
05F0309N,01H0447S,28
01F0376N,01H0271N,818
01F0633S,01F0633S,1041
01F1725S,01F3126S,6
01F3019N,03A0041N,1
03F0201N,01F0633S,1
03F0559S,01F1664S,30
03F4142N,03F0559N,1
03F2194S,03F3101S,9
01F0467S,03F4142S,1
01H0206S,03F2415S,1
03F1651N,03F0961N,20
03F0394N,03F0217N,122
03F1651S,03F2777S,1
01F3185N,03F4263S,2
01F3696N,03F0698N,3
01F3366N,01F1465N,1
03F2100S,03F2261S,264
01F0293S,01F3460S,1
01F2089N,01F1465N,1
03F2129S,01F2827S,1
01F0061N,03F0021N,211
03F0301S,01F0467N,4
01H0334S,01F0750S,1
01F2156N,01H0271N,8
01F1802N,03F0996N,4
01F1725N,01F1839N,1
01F0681N,01F0467N,208
03F0447S,01F0532N,3
01F0061S,03F1395S,1
03F1215N,03F0301N,2
01F3686S,03F4142N,72
01F0467S,01F2866S,5
03F3670N,01F2249N,1
01F0578S,01F3126S,3
01F2156N,03F1128N,2
01F0467S,03F1215S,3
03F0698S,03F2129S,7
03F1395N,03F0150N,5
03F1051N,01F1045S,3
01F1839S,01F2483S,24
01F2514N,03F2614N,8
03F1779N,01F1572N,4
03F1710S,03F2129S,18
01F1774S,03F2066S,1
03F2415N,03F2231N,132
01F1774N,03A0041N,11
01F0248S,03F1257S,2
03F0698N,01F0633N,1
01F3640N,03F3854S,174
03F1161N,03F0996N,19
03F1128S,03F2447S,1
01F0664S,03F2079S,3
03F1633S,01F3398S,1
03F0301S,03F3445S,1
03F2152S,03F2747S,3
01F0532S,01F3590S,2
01F1839S,03F3854S,2
01F1621S,01F1774S,436
01F2603S,03F4168S,1
01H0206S,01F0880S,126
01F1664N,01H0174N,3
01F0557N,01F0633S,1
03F0846S,01F2249S,1
01F3366N,03F3101N,1
03F0136S,03F0447S,91
03F2100S,01F3126S,1
03F3259S,01F3019S,9
01H0305S,01F2156S,13
03F3307N,03F2985N,52
03F0338N,05F0000S,8
03F1739N,03F0961N,22
01F3398N,03F3187N,1
03F0961S,01F0979N,26
03F2261S,03F2447S,34
05F0438N,03F0961S,2
01F0293S,03F1739S,3
03F2125N,03F0447N,22
01F3460N,03F3743S,1
01F0750N,03F0338N,30
03F3916N,01F0880N,1
01F1123N,05F0439S,1
01F3185N,03F1395N,1
01F2156S,03F3211S,1
01F0155S,01F0293S,297
01F1621S,01F3640S,2
01F1664S,01F3460S,2
01F0880N,05F0309S,8
01F3019S,03F3392N,1
01F1802S,03F2614S,1
01F3185S,01F3525S,128
01F2322N,01F1906N,32
01F0980S,03F0996N,162
01F2322N,01F0467N,1
03F1485S,01F2714S,2
01F1725N,03F0301N,17
03F0447S,01F2674S,6
03F2336S,03F2923S,2
03F2614S,03F3259S,1
03F1991S,03F2100S,4
01F3227S,01F3561S,5
03F0394N,05F0055S,4
03F2923S,01F3366S,1
01F0557N,01F0017N,8
03F0996S,01H0579N,3
03F3445N,03F2535N,6
03F1051S,01F3126S,2
03F3211S,03F3392S,16
03F2415N,01F1465N,1
03F3496S,01F3185N,15
03F2709S,03F2709S,106
01F3640N,01F1725N,15
03F1779S,01F2930S,3
01F0264S,03F2235S,1
01F2674N,01F2089N,7
03F0648N,01H0271N,44
03F3392S,01F3525S,7
03F1051S,03F2261S,7
01H0174N,03F0337S,6
03F3211S,03F3670S,2
01F3525N,03F1991S,18
03F1022N,01F0928S,1
01F0339S,03F1128S,8
03F4259N,03F3670N,2
03F1992N,03F2125N,2
03F0394S,03F1395S,22
03F3211S,03F3743S,13
03F0136S,03F2261S,1
01F3252N,01H0271N,8
01F3525N,03F2985N,7
03F1779N,01F0061N,2
01F1725S,01F3019S,3
01F0339S,03F1022S,20
01F0557N,01F1621S,1
03F3670N,01F3398S,1
03F2100N,03F1739S,1
03F4142N,01F0029N,1
03F1022N,03F0301N,9
01F0339S,03F0525N,14
05F0438N,03F1651S,2
01F1960N,03F1779N,91
03F2306S,03F4232S,1
03F3916N,01F3686S,18
03A0041S,01F0376S,2
03F2100N,01F1621N,2
03F0337S,01F0979N,24
01F1906N,01F1774N,3
01F3286N,03F3496S,2
03F2066N,01F0880N,2
01F3019N,03F2447N,3
03F4232N,01F2089N,2
03F4232N,01F3366N,15
01F2514N,03F0961N,1
01F0005S,01F0880S,19
01F2866N,03F1215N,3
01F3019N,03F1860N,4
03F3670N,01F3286S,1
03F3743N,03F2078N,3
05F0055N,01F0017N,1
01F2483N,03F2306N,1
03F3392N,03F1651N,2
03F1944S,01F1664N,4
03F1332S,01F3252S,2
01F2011S,03F3854S,5
01F2514N,03F2336N,1
01H0305S,01H0447S,740
01F2322N,01F0928N,1
01F2394S,03F2923S,1
03F0201N,01F0017N,13
03F1128N,01F0557N,2
01F0578S,01F3019S,2
03F2129S,01F3252S,7
03F0394N,01F0155S,5
03F2840S,03F2840S,740
01H0206S,03F0447N,8
03F4168N,03F2923N,2
05F0438N,03F0337S,103
03F2614N,03F2125N,147
01F1621N,03A0015N,3
01F1621S,01F2514S,4
03F0996S,03F0525N,1
03F4168N,03F0961N,1
03F2985N,03F2899N,1
03F0447N,01F0376S,10
03F0961N,05F0287S,6
03F2129S,03F2709N,1
03F0996S,03F1022S,585
03F1944S,01F2322S,8
01F3640N,01F0509N,4
03F2535N,03F1739N,2
01F1389N,03F0338N,8
01F1664N,01F0061N,2
03F1022S,03F1395S,2
03F0996S,03F1128S,407
03F1779S,03F2535S,11
01F2249N,03F1739N,1
01F3590S,03F4168S,10
01F0376N,03F0201S,1
03F1128N,03F0201N,1
03F3854N,01F3525S,2
01F1774N,03F2079S,2
01F0029S,01F1389S,1
01F2322N,03F0394N,3
01F3525N,05F0000S,1
03F2100S,01F3019S,2
03F2079S,03F2235S,93
03F4168N,03F2336N,1
03F0498N,01H0271N,72
03F1128S,03F1395S,34
03F3101S,03F3211S,19
03F0525S,03F2985S,1
01F3227N,01F1572N,1
03F2231N,03F0021N,1
01F0633S,01F1621S,5
01F2011S,01F2483S,16
03F2066N,01F2394S,3
01F2483N,03F2153N,3
03F4259N,01F3676N,1
03F1651S,01F0979N,2
01F0467N,03F0217N,3
01F0155N,03F2129S,1
01F2930S,01F3227S,224
03F2129S,03F2125N,7
01F0029S,01F0339S,5
03F0559S,01F1906N,1
01F2089N,05F0287S,1
01F3460N,01F2483N,14
03F0559S,01F0467N,3
01F0509S,03F1128S,13
01H0579N,01F0155N,4
03F2153N,03A0041N,1
03F2235S,01F3286S,1
01F3398S,01F3640S,347
01F2930S,03F3496S,16
05F0438N,01F0509S,3
01F1572S,03F2066S,1
01F0509S,03F0525N,189
01F0557N,03F1257S,1
03A0041S,03F1991S,5
03F0559N,01H0271N,45
03F2777S,01F3686S,2
01F0509S,03F1022S,25
01F2425N,03F0559N,8
01F0005S,01F2011S,1
03F1257N,01F0681N,1
03F0394S,03F3854S,11
03F1051N,01F0928N,413
03F0337S,03F2840S,11
03F3187N,01F2089N,1
01F3460N,03F0447N,1
03F0301N,05F0287S,41
03F2535N,03F2260N,55
01F3696N,01F1725N,2
01H0305S,01F2866S,3
01F0248S,01F0633S,139
01F2483N,03F1991S,4
01F3126S,03F3854S,2
01F1906S,03F4263S,2
03F1633S,03F1779S,183
03F3445N,03F3187N,58
03F2923N,03F2231N,13
01F2714N,03F0394N,6
05F0309N,01F0376S,41
03F0006S,01F0681S,6
01H0447N,01H0447N,298
03F1651S,03F2840S,2
01F3398N,01F3398N,505
01F0956N,01F0633N,1
01F3227N,01F0256N,1
03F0394S,01F1802S,37
03F4142N,03F2840N,1
01F2674S,01F3398S,7
01F1725N,01F1123N,114
03F1051N,03F0394N,66
05F0287N,03F0559S,41
01F0413N,01F0005N,11
01F0467S,01F2156S,5
01F3083N,01F0584N,8
03F1710N,01F0256N,1
01H0579N,01F0509N,1
01F3252N,03F1215N,1
03F2614N,03F2709N,1
01F0928S,05F0287S,1
03F3496N,05F0494S,1
03F2235S,03F3916S,5
03F0116N,01F2425S,1
03F0394S,01F2483S,2
03F0447S,01F3525S,6
01F0509N,03F0559S,1
01F0029S,05F0494S,2
01F2674S,01F3286S,34
01F2714N,01F1906N,10
01F0005S,01F1839S,1
01F0155N,03F0559S,2
01H0206S,03F3743S,1
01F2714N,01F0467N,3
01F2866N,01H0271N,2
03F1215N,03F1051N,78
03F0559S,01F0928N,1
01F0557S,01F1621S,4
01F1839S,03F2447S,2
01F2249S,01F3590S,14
03F3670N,03F3259N,7
01F3736N,03F4263S,1
01F0633S,03F1257S,6
03F2261S,03F3854S,8
01F0467S,03F1991S,5
03F0301S,01F1045S,7
01F3525N,03F2153N,2
01H0305S,03F4018S,1
01F2714S,03F3496S,1
03F1051N,01F0467N,21
03F0116S,01F1774S,1
01F3696N,01F0509N,1
01F1292N,03F0961N,13
03A0041S,05F0000S,8
01F2866N,03F1128N,1
05F0528N,01F0880S,2
01F2714S,01F3227S,18
03F1128S,03F3854S,3
01H0206S,03F3670S,1
01F3640S,01F3640S,5370
03F1779N,01F1725S,6
03F2336N,03F2231N,151
01F3185S,03F2194N,1
01F2425S,01F3126S,9
03F1128S,01F1802S,5
01F0928S,03F1161S,54
01F1960N,01F1774N,387
03F1992N,01F3252S,3
01F1465N,01F1389N,464
03F3445S,01F3227N,4
01F0980S,03F3101S,3
01F0264S,03F1739S,5
03F3496N,01F2930N,11
03F0698S,01F2714S,3
01F0099S,03F0447S,10
01F0633N,01F0017N,4
03F1332N,03F0338N,1
01F2089S,01F3460S,1
03F1710S,01F2714S,1
03F1128S,01F2483S,4
03A0041S,01F2156S,2
03F2777N,05F0439S,1
03F0301S,01F1664S,5
01F2674S,03F3916S,1
03F0961S,01F1960S,14
01H0163S,01F0928S,5
01F0584N,03F0961S,1
01F3083S,01F3640S,71
03F1860N,01F1621N,6
01F0213N,03F0201S,2
03F3743N,03F1651N,2
01F1725N,03F1051N,14
01H0579S,01F3590S,4
03F1395S,03F1779S,1
01F3590N,01F0880N,5
01F0339S,03F0338N,4
01F0339N,01F0147N,1
03F3101N,03F2066N,27
03F3307N,03F2153N,7
03F1779N,01F0256N,1
01F2514S,01F3640S,13
01F0557S,01F0633S,101
03F0087S,01F0155S,70
03F2535S,03F3496S,3
03F3743N,03F3588N,300
